name,top,top_saler,price1,price2,price3,price4,price5,delivery,link,color,size
Костюм Batik Кошечка 2203 розовый 110,1,Бубльгум,4 030 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/batik-koshechka-2203-children-108197788/?c=750000000,"[] розовый:True, ","[]110:True, "
Футболка Baykar 4268 мультиколор 146-152,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/baykar-4268-mul-tikolor-108894992/?c=750000000,"[] мультиколор:True, ","[]98-104:True, 110-116:True, 134-140:True, 146-152:True, "
Футболка Let's GO 51225 синий 98,1,Бубльгум,3 770 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/let-s-go-51225-sinii-108547358/?c=750000000,"[] синий:True, ","[]98:True, 104:True, 110:True, 116:True, 122:True, 128:False, "
Конверт Molecula 306Ф Babies 68,1,Бубльгум,17 560 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/molecula-306f-babies-107670984/?c=750000000,"[] белый:True,  розовый:False,  желтый:True, ","[]68:True, 68:False, 68:True, "
Комплект Unique 23331 мультиколор 98,1,Бубльгум,3 750 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/unique-23331-mul-tikolor-107419680/?c=750000000,"[] мультиколор:True, ","[]98:True, 104:True, 110:True, 116:True, 122:True, 128:True, "
Конверт Molekula 306 белый 68,1,Бубльгум,17 560 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/molecula-bis00063120-babies-107670989/?c=750000000,"[] серый:False,  белый:True,  бежевый:False, ","[]68:False, 68:True, 68:False, "
Костюм Batik Мышка 5011 синий 116,1,Бубльгум,6 570 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-myshka-5011-children-108197812/?c=750000000,"[] синий:True, ","[]104:True, 116:True, 122:True, "
Футболка Baykar 4396 Children 2шт белый 98-104,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/baykar-4396-children-2sht-belyi-107934249/?c=750000000,"[] белый:True, ","[]98-104:False, 110-116:True, 122-128:True, 134-140:False, 146-152:True, 158-164:True, "
Футболка Baykar 4200 Children 2 шт белый 110-116,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/baykar-4200-children-2-sht-belyi-108200321/?c=750000000,"[] белый:True, ","[]98-104:False, 110-116:False, 122-128:True, 134-140:True, 146-152:True, 158-164:True, "
Футболка Let's GO 51213 серый 98,1,Бубльгум,2 460 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/let-s-go-51213-seryi-108540299/?c=750000000,"[] серый:True, ","[]98:True, 104:True, 110:False, 116:False, 122:False, 128:False, 134:False, "
Бюстгальтер Baykar 4409 176-182,1,Бубльгум,5 525 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/baykar-4409-107985028/?c=750000000,"[] черный:True,  белый:False,  бежевый:True, ","[]158-164:True, 176-182:True, 182-188:False, 170-176:False, 170-176:True, "
Трусы Baykar 3338 мультиколор 110-116,2,ИП АЛЫМОВА-,4 380 ₸,4 402 ₸,5 900 ₸,5 979 ₸,---,"Kaspi Доставка, межгород, 4 марта",https://kaspi.kz/shop/p/baykar-3338-children-108584788/?c=750000000,"[] мультиколор:True, ","[]98-104:True, 110-116:True, 122-128:True, 134-140:True, 146-152:True, 158-164:True, 170-176:False, "
Джемпер Ябольшой 216-479-01 серый 98,1,Бубльгум,3 440 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/jabol-shoi-216-479-01-seryi-98-108437569/?c=750000000,[],[]
Костюм Батик 9016 к-21 Человек-паук черный 116,1,Бубльгум,18 320 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-9016-k-21-chelovek-pauk-108106450/?c=750000000,"[] черный:True, ","[]104/3-4Y:False, 116/5-6Y:True, 122/6-7Y:False, 134/8-9Y:False, "
Футболка Let's GO 5279 Футболка синий 134,1,Бубльгум,1 880 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/let-s-go-5279-futbolka-sinii-134-108519243/?c=750000000,[],[]
Футболка Let's GO 5279 желтый 98,1,Бубльгум,2 780 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/let-s-go-5279-zheltyi-108500111/?c=750000000,"[] серый:True,  красный:True,  черный:True,  желтый:True,  зеленый:True,  оранжевый:True, ","[]98:True, 104:True, 110:True, 116:True, 98:True, 104:True, 110:True, 116:True, 122:True, 128:True, 134:True, 140:True, 146:True, 152:True, 158:True, 164:False, 98:True, 104:True, 110:True, 116:True, 122:True, 128:False, 134:False, 140:False, 146:False, 152:False, 158:False, 164:False, 98:True, 104:True, 110:True, 116:True, 122:True, 128:False, 134:False, 140:False, 146:False, 152:False, 158:False, 164:False, 98:True, 104:True, 110:True, 116:False, 122:True, 128:False, 134:False, 140:False, 146:False, 152:False, 158:False, 164:False, 98:True, 104:False, 110:True, 116:True, 122:True, 128:False, 134:False, 140:False, 146:False, 152:False, 158:False, 164:False, "
Бюстгальтер Baykar 4409 комплект 3 шт 170-176,1,Бубльгум,5 676 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/baykar-4409-komplekt-3-sht-107985039/?c=750000000,"[] черный:True,  белый:False,  бежевый:True, ","[]158-164:True, 176-182:True, 182-188:False, 170-176:False, 170-176:True, "
Трусы Baykar 3327 мультиколор 122-128,1,Бубльгум,3 191 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/baykar-3327-children-108584782/?c=750000000,"[] мультиколор:True, ","[]122-128:True, 134-140:True, "
Костюм Batik 5351 Дед мороз синий 54-56,1,Бубльгум,41 590 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-5351-108291423/?c=750000000,"[] синий:True, ","[]54-56:True, "
Трусы Baykar 5602 мультиколор 98-104,1,Бубльгум,2 826 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/baykar-5602-mul-tikolor-108695494/?c=750000000,"[] мультиколор:True, ","[]98-104:True, 110-116:True, 122-128:True, 134-140:True, 146-152:True, "
Футболка Let's GO 5279 Футболка синий 146,1,Бубльгум,1 880 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/let-s-go-5279-futbolka-sinii-146-108519133/?c=750000000,[],[]
Футболка Batik 0078_ЛС22 белый 104,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/batik-0078-ls22-belyi-104-108437678/?c=750000000,[],[]
Бамбук MU0110011K/031MU Babies 56,1,Бубльгум,4 200 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/bambuk-mu0110011k-031mu-babies-106270196/?c=750000000,"[] мультиколор:True,  белый:True, ","[]56:True, 56:True, "
"Головной убор Поляярик шапка F-05-51 розовый 50, 52",1,Бубльгум,4 470 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/poljajarik-shapka-f-05-51-rozovyi-50-52-103674442/?c=750000000,"[] белый, бежевый:True,  серый:True,  бежевый:True,  желтый:True,  розовый:True,  бирюзовый:True, ","[]50, 52:True, 50, 52:True, 50, 52:True, 50, 52:True, 50, 52:True, 50, 52:True, "
Шорты Batik 02636_BAT черный 98,1,Бубльгум,2 880 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/batik-02636-bat-children-109038875/?c=750000000,"[] черный:True, ","[]98:True, 104:True, 110:True, 116:True, "
Колготки LB 340 серый 98-104,1,Бубльгум,2 230 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/lb-340-seryi-98-104-105470375/?c=750000000,[],[]
Трусы Baykar 5583 мультиколор 110-116,1,Бубльгум,3 897 ₸,4 200 ₸,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/baykar-5583-mul-tikolor-108713907/?c=750000000,"[] мультиколор:True, ","[]110-116:True, 122-128:True, 134-140:True, 146-152:True, "
Трусы Baykar 5416 мультиколор 134-140,1,Бубльгум,3 826 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/baykar-5416-mul-tikolor-134-140-107821872/?c=750000000,[],[]
Комбинезон Ябольшой 263-1238-01 серый 98,1,Бубльгум,11 750 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/jabol-shoi-263-1238-01-children-105504179/?c=750000000,"[] серый:True, ","[]98:True, "
Трусы Baykar 3662 Children 146-152,1,Бубльгум,4 255 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/baykar-3662-children-108584823/?c=750000000,"[] мультиколор:True, ","[]110-116:False, 122-128:False, 134-140:False, 146-152:True, 158-164:True, "
Комбинезон Ольга 2601-07 синий 92-98,1,Бубльгум,12 400 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/ol-ga-2601-07-sinii-108451536/?c=750000000,"[] серый:True,  черный:True,  синий:True, ","[]98-104:True, 110-116:False, 116-122:False, 128-134:False, 134-140:False, 140-146:False, 146-152:True, 152-158:True, 158-164:True, 92-98:True, 98-104:True, 104-110:True, 110-116:False, 116-122:False, 122-128:False, 128-134:False, 134-140:False, 140-146:False, 146-152:True, 152-158:True, 92-98:True, 104-110:True, 110-116:False, 116-122:False, 122-128:False, 128-134:False, 134-140:False, 140-146:True, 146-152:True, 152-158:True, 158-164:True, "
Шорты Let's GO 10285 Children черный 98,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/let-s-go-10285-children-chernyi-108675245/?c=750000000,"[] черный:True, ","[]98:False, 104:False, 110:False, 116:True, "
Колготки LB 334 серый 104-110,1,Бубльгум,2 420 ₸,2 750 ₸,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/lb-334-seryi-106750650/?c=750000000,"[] серый:True, ","[]98-104:True, 104-110:True, 110-116:True, "
Колготки LB 313 черный 104-110,1,Бубльгум,2 420 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/lb-313-chernyi-106750618/?c=750000000,"[] черный:True, ","[]98-104:True, 104-110:True, 110-116:True, 116-122:True, "
Футболка Let's GO 52101 Children белый 98,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/let-s-go-52101-children-belyi-108674955/?c=750000000,"[] белый:True, ","[]98:False, 146:True, 152:True, 158:True, 164:True, "
Комплект Пижама LetsGo 31147 Babies лиловый 74,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/pizhama-letsgo-31147-babies-lilovyi-106451458/?c=750000000,"[] розовый:True, ","[]68:True, 74:False, 80:False, "
Трусы Baykar 3957 мультиколор 182,1,Бубльгум,6 764 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/baykar-3957-mul-tikolor-182-108962304/?c=750000000,[],[]
Трусы Baykar 3660 Children мультиколор 122-128,99,Zhan-8,4 490 ₸,---,---,---,---,"Kaspi Доставка, межгород, завтра",https://kaspi.kz/shop/p/baykar-3660-children-mul-tikolor-108584812/?c=750000000,"[] мультиколор:True, ","[]122-128:True, 134-140:True, 140-146:False, 146-152:True, 158-164:True, 164-170:False, "
Распашонка Бамбук E011002K 56,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/bambuk-43924-babies-106270199/?c=750000000,"[] белый:True,  розовый:True, ","[]56:True, 56:True, 62:True, "
Плащ OLDOS 2ПЛ1700 серый 116,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/oldos-2pl1700-seryi-116-108424471/?c=750000000,[],[]
"Бамбук M166004Y пеленка-кокон, 1 шт, 60x25 см, хлопок, желтый",1,Бубльгум,3 950 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/bambuk-m166004y-pelenka-kokon-1-sht-60x25-sm-hlopok-zheltyi-105022513/?c=750000000,[],[]
Конверт BABYGLORY K030+306Ф белый 68,1,Бубльгум,29 357 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/babyglory-k030-306f-belyi-68-108962278/?c=750000000,[],[]
Колготки LB 313 Babies 86-92,1,Бубльгум,2 130 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/lb-313-babies-108504528/?c=750000000,"[] серый:True, ","[]80-86:True, 86-92:True, "
Трусы Baykar 3190 Children 110-116,1,Бубльгум,3 219 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/baykar-3190-children-108584779/?c=750000000,"[] белый:True, ","[]110-116:True, 122-128:True, 134-140:True, "
Боди Бамбук E054034KNR56 Babies 56,1,Бубльгум,8 130 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/bambuk-e054034knr56-babies-105206792/?c=750000000,"[] мультиколор:True, ","[]56:True, "
Шорты Let's GO 10285 Babies черный 92,1,Бубльгум,2 600 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/let-s-go-10285-babies-chernyi-108675222/?c=750000000,"[] черный:True, ","[]92:True, "
Конверт BABYGLORY K030+306Ф белый 68,1,Бубльгум,29 357 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/babyglory-k030-306f-belyi-68-108962295/?c=750000000,[],[]
Конверт BABYGLORY 312-70ф голубой 40,1,Бубльгум,22 356 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/babyglory-312-70f-goluboi-40-108962393/?c=750000000,[],[]
Jeanees М-2 Мешок Деда Мороза,1,Бубльгум,1 950 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/jeanees-m-2-meshok-deda-moroza-108253713/?c=750000000,[],[]
Пижама 9742 серый 160-162,1,Бубльгум,7 170 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/pizhama-9742-seryi-160-162-108843935/?c=750000000,[],[]
Повседневные брюки Ябольшой 274-1301-01 зеленый 116,1,Бубльгум,4 390 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/povsednevnye-brjuki-jabol-shoi-274-1301-01-zelenyi-108859098/?c=750000000,"[] зеленый:True, ","[]104:True, 110:True, 116:True, 122:True, "
Майка Baykar 4610 мультиколор 86-92,1,Бубльгум,6 684 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/baykar-4610-mul-tikolor-86-92-108962366/?c=750000000,[],[]
Трусы Baykar 3682 мультиколор 110,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/baykar-3682-mul-tikolor-110-108962313/?c=750000000,[],[]
Комбинезон Batik 156-23з1 черный 122,1,Бубльгум,25 200 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-156-23z1-chernyi-107656239/?c=750000000,"[] черный:True, ","[]122:True, 128:True, 134:False, 140:True, "
Трусы Baykar 3958 мультиколор 182,1,Бубльгум,6 764 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/baykar-3958-mul-tikolor-182-108962342/?c=750000000,[],[]
Ябольшой Bis00076794 бирюзовый 98,1,Бубльгум,3 440 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/jabol-shoi-bis00076789-children-105559040/?c=750000000,"[] бирюзовый:True, ","[]98:True, 104:True, 110:True, 116:True, "
Кардиган Safari 200 синий 116,1,Бубльгум,4 340 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/safari-200-sinii-106296307/?c=750000000,"[] мультиколор:True,  синий:True, ","[]128:True, 134:True, 140:False, 116:True, 122:True, 128:False, 134:False, 140:False, "
Костюм Arifa Снегурочка 312-сн белый 122,1,Бубльгум,8 060 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/arifa-snegurochka-312-sn-belyi-108301137/?c=750000000,"[] белый:True, ","[]116:True, 122:True, 134:True, 146:False, 152:False, "
Пижама Пижама 9742 серый 154-158,1,Бубльгум,7 170 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/pizhama-pizhama-9742-seryi-154-158-108843950/?c=750000000,[],[]
Парка Батик Филлипс 447-22в-2 синий 110,1,Бубльгум,33 990 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-fillips-447-22v-2-children-108859538/?c=750000000,"[] синий:True, ","[]104:True, 110:True, "
Пижама Baykar 9737 коричневый 98-104,1,Бубльгум,4 320 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/pizhama-baykar-9737-korichnevyi-109093143/?c=750000000,"[] коричневый:True, ","[]98-104:True, 104-110:True, 116-122:True, "
Ползунки Бамбук E055002KNR мультиколор 62,1,Бубльгум,4 980 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/bambuk-e055002knr-mul-tikolor-62-103418938/?c=750000000,[],[]
Ползунки Бамбук E055002KNR62 мультиколор 62,1,Бубльгум,4 980 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/bambuk-e055002knr62-mul-tikolor-62-103418937/?c=750000000,[],[]
Пижама Пижама 9742 серый 158,1,Бубльгум,7 170 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/pizhama-pizhama-9742-seryi-158-108843942/?c=750000000,[],[]
Комбинезон Бамбук mp060002y розовый 62,1,Бубльгум,6 920 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/bambuk-mp060002y-babies-106205677/?c=750000000,"[] розовый:True, ","[]62:True, "
Костюм Батик Супермен 406 мультиколор 122,1,Бубльгум,11 750 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-supermen-406-mul-tikolor-109093283/?c=750000000,"[] мультиколор:True, ","[]122/6-7Y:True, 128/7-8Y:False, "
Пижама Baykar 9688 бежевый  152-158,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/pizhama-baykar-9688-bezhevyi--109093069/?c=750000000,"[] бежевый:True,  зеленый:False, ","[]152-158:False, 158-164:True, 134-140:False, 140-146:False, "
Футболка Let's GO 5177 черный 134,1,Бубльгум,2 780 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/let-s-go-5177-chernyi-108674755/?c=750000000,"[] черный:True, ","[]134:True, 140:False, 146:False, 152:True, 158:True, "
Боди Ябольшой 152-1201-02 мультиколор 68,1,Бубльгум,2 730 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/jabol-shoi-152-1201-02-mul-tikolor-68-108399419/?c=750000000,[],[]
Конверт BABYGLORY 312-70ф розовый 50,1,Бубльгум,22 356 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/babyglory-312-70f-rozovyi-108301122/?c=750000000,"[] розовый:True,  голубой:False, ","[]50:True, 50:False, "
Пижама Baykar 9681 оранжевый 122-128,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/pizhama-baykar-9681-oranzhevyi-109093031/?c=750000000,"[] оранжевый:True, ","[]122-128:False, 128-134:True, 134-140:True, "
Трусы Batik 5162 мультиколор 92,1,Бубльгум,2 043 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/batik-5162-mul-tikolor-108301146/?c=750000000,"[] мультиколор:True, ","[]92:True, "
Batik 00357 черный 104,1,Бубльгум,3 570 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/batik-00357-chernyi-106821332/?c=750000000,"[] черный:True, ","[]104:True, "
Кроссовки Kakadu 9475A серый 32,1,Бубльгум,20 970 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/kakadu-bis00080915-seryi-104876047/?c=750000000,"[] серый:True, ","[]31:True, 32:True, 33:True, 34:True, 35:True, 36:True, "
Комплект Batik 0012_ЛС22 110,1,Бубльгум,8 920 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-0012-ls22-105209131/?c=750000000,"[] мультиколор:True, ","[]98:True, 104:True, 110:True, 116:True, "
Конверт Molecula 11 желтый 68,1,Бубльгум,17 560 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/molecula-bis000631-babies-107670987/?c=750000000,"[] белый:True,  розовый:False,  желтый:True, ","[]68:True, 68:False, 68:True, "
Боди Бамбук E054032KNR56 Babies 2шт 56,1,Бубльгум,6 160 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/bambuk-e054032knr56-babies-2sht-105206809/?c=750000000,"[] мультиколор:True, ","[]56:True, "
"Костюм Batik ""Принцесса Золушка"" 490 голубой 134",1,Бубльгум,26 960 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-printsessa-zolushka-490-goluboi-134-109059208/?c=750000000,[],[]
Костюм Костюм Ёлочка зеленый 122-128,1,Бубльгум,7 240 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/jolochka-children-108197404/?c=750000000,"[] зеленый:True, ","[]104-110:True, 116-122:True, 122-128:True, "
Платье Camellia 1008 розовый 110,1,Бубльгум,11 880 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/camellia-1008-rozovyi-110-109059203/?c=750000000,[],[]
Костюм Batik Заяц бежевый 110,1,Бубльгум,9 100 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-zajats-children-108197787/?c=750000000,"[] бежевый:True, ","[]110:True, "
"Костюм Batik Королева ночи 934 черный, серебристый 116",1,Бубльгум,13 820 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-koroleva-nochi-934-children-108197792/?c=750000000,"[] черный:True, ","[]116:True, 122:True, 128:True, "
Костюм Batik 9016 к-21 Человек-паук черный 110,1,Бубльгум,18 320 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-9016-k-21-chelovek-pauk-chernyi-110-109059258/?c=750000000,[],[]
Конверт Molekula 306 голубой 68,1,Бубльгум,17 560 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/molekula-306-babies-107670986/?c=750000000,"[] голубой:True, ","[]68:True, "
"Костюм Batik Зайка 23-14 серый, белый 116",1,Бубльгум,13 710 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-23-14-children-108197666/?c=750000000,"[] белый, серый:True, ","[]116:True, "
Костюм Batik Тигрица 22-4 оранжевый 110,1,Бубльгум,6 340 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-tigritsa-22-4-oranzhevyi-106821398/?c=750000000,"[] оранжевый:True, ","[]110:True, "
Пижама Batik 0005_ОП мультиколор 134,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/pizhama-batik-0005-op-mul-tikolor-134-108472204/?c=750000000,[],[]
Комбинезон OLDOS ALAW22OV2T мультиколор 104,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/oldos-alaw22ov2t-mul-tikolor-107456182/?c=750000000,"[] мультиколор:True, ","[]104:False, 110:True, 116:True, 122:True, 128:False, 134:True, "
Комплект Batik 338-21 бежевый 98,1,Бубльгум,43 200 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-338-21-bezhevyi-107456394/?c=750000000,"[] бежевый:True, ","[]98:True, "
Майка Baykar 4396 Babies 2шт 86,1,Бубльгум,3 627 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/baykar-4396-babies-2sht-106269150/?c=750000000,"[] белый:True, ","[]86:True, "
Комбинезон Batik 102-23з голубой 80 голубой 80,99,001 baby,59 500 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-102-23z-goluboi-80-goluboi-106821231/?c=750000000,"[] голубой:True, ","[]74:True, 80:True, "
Batik маска-шапка Олаф 5518 белая,1,Бубльгум,8 990 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-maska-shapka-olaf-5518-belaja-108194007/?c=750000000,[],[]
Костюм Batik 924 к-18 Далматинец белый 104,1,Бубльгум,6 805 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-924-k-18-dalmatinets-belyi-106821471/?c=750000000,"[] белый:True, ","[]104:True, "
"Костюм Batik 204 золотистый, белый 110",1,Бубльгум,9 910 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-204-children-108197643/?c=750000000,"[] белый, золотистый:True, ","[]110:True, "
Костюм Батик 922 Мастер Ниндзя черный 116,1,Бубльгум,18 320 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-922-master-nindzja-108106452/?c=750000000,"[] черный:True, ","[]116/5-6Y:True, 122/6-7Y:False, "
Костюм Батик Ковбой Children 110,1,Бубльгум,20 620 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-kovboi-children-108106388/?c=750000000,"[] коричневый:True, ","[]110/4-5Y:True, 116/5-6Y:True, "
Костюм Батик Заяц серый 107 серый 110,1,Бубльгум,9 100 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-zajats-seryi-107-children-108106455/?c=750000000,"[] серый:True, ","[]110/4-5Y:True, "
Костюм Batik Принцесса Ариель 491 зеленый 134,1,Бубльгум,34 100 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-printsessa-ariel-491-children-108197816/?c=750000000,"[] зеленый:True, ","[]134:True, "
