name,top,top_saler,price1,price2,price3,price4,price5,delivery,link,color,size
Комбинезон Ольга 2601-07 серый 98-104,1,Бубльгум,12 400 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/ol-ga-2601-07-seryi-108449227/?c=750000000,"[] серый:True,  черный:True,  синий:True, ","[]98-104:True, 110-116:False, 116-122:False, 128-134:False, 134-140:False, 140-146:False, 146-152:True, 152-158:True, 158-164:True, 92-98:True, 98-104:True, 104-110:True, 110-116:False, 116-122:False, 122-128:False, 128-134:False, 134-140:False, 140-146:False, 146-152:True, 152-158:True, 92-98:True, 104-110:True, 110-116:False, 116-122:False, 122-128:False, 128-134:False, 134-140:False, 140-146:True, 146-152:True, 152-158:True, 158-164:True, "
Платье Batik 0041_ЛС22 Children 122,1,Бубльгум,5 160 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-0041-ls22-children-105809045/?c=750000000,"[] мультиколор:True, ","[]122:True, 128:False, 134:False, 140:True, "
Шорты Ябольшой 249-391-01 черный 98,1,Бубльгум,2 730 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/jabol-shoi-249-391-01-children-109038850/?c=750000000,"[] черный:True, ","[]98:True, 116:False, 128:False, 134:False, 140:True, 146:False, 152:False, "
Пижама Baykar 9686 серый 98-104,1,Бубльгум,3 800 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/pizhama-baykar-9686-seryi-109092901/?c=750000000,"[] серый:True, ","[]98-104:True, 104-110:True, 110-116:True, 116-122:True, 152-158:True, 158-164:False, 164-170:True, "
Колготки LB 347 86-92,1,Бубльгум,4 180 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/lb-347-108504556/?c=750000000,"[] розовый:True, ","[]86-92:True, "
Головной убор Batik набор пилотка 2035 к-18 хаки универсальный,1,Бубльгум,3 680 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/batik-nabor-pilotka-2035-k-18-haki-universal-nyi-104471760/?c=750000000,"[] хаки:True, ","[]универсальный:True, "
Футболка Baykar 4397 белый 2шт 98-104,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/baykar-4397-belyi-2sht-105698272/?c=750000000,"[] белый:True, ","[]98-104:False, 110-116:False, 134-140:True, 146-152:True, 158-164:True, "
Боди Batik 02790_BAT голубой 80,1,Бубльгум,2 330 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/batik-02790-bat-goluboi-80-108519207/?c=750000000,[],[]
Распашонка Бамбук E011002K 56,1,Бубльгум,3 750 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/bambuk-43924-babies-106270195/?c=750000000,"[] белый:True,  розовый:True, ","[]56:True, 56:True, 62:True, "
Костюм Batik Военный летчик 2076 к-19 110,1,Бубльгум,14 860 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-voennyi-letchik-2076-k-19-105877566/?c=750000000,"[] зеленый:True, ","[]110:True, "
Колготки LB 340 серый 116-122,1,Бубльгум,2 380 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/lb-340-seryi-116-122-105470229/?c=750000000,[],[]
"Бамбук Лоно M000001K пеленка текстильная, 1 шт, 90x120 см, хлопок, желтый",1,Бубльгум,3 340 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/bambuk-lono-m000001k-pelenka-tekstil-naja-1-sht-90x120-sm-hlopok-zheltyi-104723134/?c=750000000,[],[]
Костюм Batik София Прекрасная 7068 фиолетовы 104,1,Бубльгум,13 360 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-sofija-prekrasnaja-7068-fioletovy-107986592/?c=750000000,"[] фиолетовый:True, ","[]104:True, "
"Футболка Baykar 2222 комплект, белый 146-152",1,Бубльгум,3 176 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/baykar-2222-komplekt-belyi-146-152-108593537/?c=750000000,[],[]
"Футболка Baykar 2222 комплект, черный 134-140",1,Бубльгум,3 176 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/baykar-2222-komplekt-chernyi-134-140-108593564/?c=750000000,[],[]
Боди Бамбук E054032KNR74 2шт 74,1,Бубльгум,6 160 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/bambuk-e054032knr74-2sht-105206795/?c=750000000,"[] мультиколор:True, ","[]74:True, "
Колготки Para Socks K2D2 2 шт мультиколор 110-116,1,Бубльгум,4 720 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/para-socks-k2d2-2-sht-mul-tikolor-106765625/?c=750000000,"[] мультиколор:True, ","[]110-116:True, 122-128:True, 134-140:True, 140-146:True, 152-158:False, "
Бамбук E011013K мультиколор 68,1,Бубльгум,5 400 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/bambuk-e011013k-mul-tikolor-106270193/?c=750000000,"[] мультиколор:True, ","[]56:True, 68:True, "
Боди Бамбук E054032KNR-1 Babies 2шт 74,1,Бубльгум,6 160 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/bambuk-e054032knr-1-babies-2sht-105206810/?c=750000000,"[] мультиколор:True, ","[]56:True, 74:True, "
Футболка Let's GO 5279 красный 92,1,Бубльгум,2 780 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/let-s-go-5279-krasnyi-108500395/?c=750000000,"[] красный:True,  черный:True,  желтый:True,  зеленый:True,  оранжевый:True, ","[]92:True, 92:True, 92:True, 92:True, 92:True, "
Боди Бамбук E054032KNR74-4 Babies 3шт 74,1,Бубльгум,9 240 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/bambuk-e054032knr74-4-babies-3sht-105206811/?c=750000000,"[] мультиколор:True, ","[]74:True, "
Боди Бамбук M054032FN розовый 74,1,Бубльгум,4 030 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/bambuk-m054032fn-rozovyi-107456222/?c=750000000,"[] розовый:True, ","[]74:True, "
Водолазка Batik 015_ШК22 голубой 134,1,Бубльгум,4 810 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/batik-015-shk22-goluboi-134-108437638/?c=750000000,[],[]
Футболка Let's GO 51225 синий 92,1,Бубльгум,3 770 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/let-s-go-51225-sinii-108547369/?c=750000000,"[] синий:True, ","[]92:True, "
Комплект Батик Песик 6005 коричневый 9 мес,2,Murzilkakz(9 отзывов),7 500 ₸,7 795 ₸,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-pesik-6005-babies-108956255/?c=750000000,"[] коричневый:True, ","[]74/9M:True, "
Комбинезон Бамбук MP060002Y56 Babies 56,1,Бубльгум,6 920 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/bambuk-mp060002y56-babies-104655015/?c=750000000,"[] розовый:True,  бежевый:True, ","[]74:True, 56:True, "
Брюки Batik 02812_BAT  бежевый 92,1,Бубльгум,2 580 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/batik-02812-bat-bezhevyi-108499977/?c=750000000,"[] бежевый:True, ","[]74:True, 80:True, 86:True, 92:True, "
Колготки LB 340 серый 86-92,1,Бубльгум,2 090 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/lb-340-seryi-86-92-105470886/?c=750000000,[],[]
Футболка Let's GO 51214 коралловый 104,1,Бубльгум,2 460 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/let-s-go-51214-korallovyi-104-109059238/?c=750000000,[],[]
"Футболка Baykar 2222 комплект, черный 170-176",1,Бубльгум,4 451 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/baykar-2222-komplekt-chernyi-170-176-108593554/?c=750000000,[],[]
Костюм Batik Мышка Тики 5906 серый 98,1,Бубльгум,6 955 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-myshka-tiki-5906-seryi-107625312/?c=750000000,"[] серый:True, ","[]98:True, 110:True, 116:True, "
Бюстгальтер Baykar 4408 майка черный 170-176,1,Бубльгум,2 789 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/baykar-4408-maika-chernyi-170-176-109111730/?c=750000000,[],[]
Трусы Baykar 5246 мультиколор 98-104,1,Бубльгум,2 945 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/baykar-5246-mul-tikolor-98-104-107821924/?c=750000000,[],[]
Боди Бамбук E054032KNR74-2 Babies 2шт 74,1,Бубльгум,6 160 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/bambuk-e054032knr74-2-babies-2sht-105206808/?c=750000000,"[] мультиколор:True, ","[]74:True, "
"Трусы Baykar 5246 мультиколор 134,140",2,ИП НҰРАЙ,2 948 ₸,2 949 ₸,---,---,---,"Kaspi Доставка, межгород, 4 марта",https://kaspi.kz/shop/p/baykar-5246-mul-tikolor-134-140-107944231/?c=750000000,[],[]
Колготки LB 340 серый 110-116,1,Бубльгум,2 360 ₸,3 500 ₸,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/lb-340-seryi-110-116-105470256/?c=750000000,[],[]
Комбинезон Batik Единорожка 6013 к-21 Babies 74,1,Бубльгум,11 075 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-edinorozhka-6013-k-21-babies-106724228/?c=750000000,"[] белый:True, ","[]74:True, "
Комплект Baykar 4640 Babies белый 86-92,1,Бубльгум,3 843 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/baykar-4640-babies-belyi-108674830/?c=750000000,"[] белый:True, ","[]86-92:True, "
Бюстгальтер Baykar 4408 майка белый 170-176,1,Бубльгум,2 730 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/baykar-4408-maika-belyi-170-176-109111692/?c=750000000,[],[]
"Головной убор YO! бейсболка CZD-0595G синий 50, 52, 54",1,Бубльгум,3 600 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/yo-beisbolka-czd-0595g-sinii-50-52-54-104777721/?c=750000000,"[] синий:True, ","[]50, 52, 54:True, "
"Футболка Baykar 2222 комплект, белый 158-164",1,Бубльгум,3 176 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/baykar-2222-komplekt-belyi-158-164-108593535/?c=750000000,[],[]
Комбинезон Бамбук mp060002y голубой 56,1,Бубльгум,6 920 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/bambuk-mp060002y-babies-104655030/?c=750000000,"[] розовый:True,  бежевый:True,  голубой:True,  зеленый:False, ","[]56:False, 62:True, 62:True, 56:True, 62:True, 74:True, 74:False, "
Боди Бамбук E054034KNR Babies 56,1,Бубльгум,8 130 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/bambuk-e054034knr-babies-105206793/?c=750000000,"[] мультиколор:True, ","[]56:True, "
"Пеленка текстильная Бамбук E000001KNR, 1 шт, 90x120 см",1,Бубльгум,3 320 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/pelenka-tekstil-naja-bambuk-e000001knr-1-sht-90x120-sm-107459685/?c=750000000,[],[]
Костюм Батик 5090 Children красный 122,1,Бубльгум,16 130 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-5090-children-108106405/?c=750000000,"[] красный:True, ","[]116/5-6Y:True, 122/6-7Y:True, "
"Футболка Baykar 2222 комплект, черный 146",1,Бубльгум,4 451 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/baykar-2222-komplekt-chernyi-146-108593545/?c=750000000,[],[]
Боди Batik 02790_BAT голубой 62,1,Бубльгум,2 330 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/batik-02790-bat-goluboi-62-108519186/?c=750000000,[],[]
Набор Бамбук ползунки 055002knr74 мультиколор 74,1,Бубльгум,4 980 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/bambuk-polzunki-055002knr74-mul-tikolor-74-101950443/?c=750000000,[],[]
"Головной убор YO! бейсболка CZD-0592G розовый 50, 52, 54",1,Бубльгум,3 360 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/yo-beisbolka-czd-0592g-rozovyi-50-52-54-104755732/?c=750000000,"[] розовый:True, ","[]50, 52, 54:True, "
Трусы Baykar 5246 мультиколор 122-128,1,Бубльгум,2 945 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/baykar-5246-mul-tikolor-122-128-107821879/?c=750000000,[],[]
Боди Batik 02790_BAT голубой 74,1,Бубльгум,2 330 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/batik-02790-bat-goluboi-74-108519396/?c=750000000,[],[]
Футболка Let's GO 52101 Babies белый 92,1,Бубльгум,2 720 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/let-s-go-52101-babies-belyi-108674918/?c=750000000,"[] белый:True, ","[]92:True, "
Комплект Батик Медвежонок 6004 к-19 коричневый 9 мес,1,Бубльгум,8 640 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-medvezhonok-6004-k-19-babies-108956252/?c=750000000,"[] коричневый:True, ","[]74/9M:True, "
Колготки LB 340 серый 104-110,1,Бубльгум,2 300 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/lb-340-seryi-104-110-105470056/?c=750000000,[],[]
Боди Batik 02791_BAT бежевый 62,1,Бубльгум,2 330 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/batik-02791-bat-bezhevyi-62-108519197/?c=750000000,[],[]
Бюстгальтер Baykar 4768 белый 134-140,1,Бубльгум,1 113 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/baykar-4768-belyi-109125915/?c=750000000,"[] черный:True,  белый:True,  бежевый:True, ","[]134-140:True, 134-140:True, 146-152:True, 158-164:True, 170-176:True, 134-140:True, 158-164:True, 170-176:True, "
Боди Бамбук E054032KNR 2 шт белый 68,1,Бубльгум,6 160 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/bambuk-e054032knr-2-sht-belyi-107456213/?c=750000000,"[] белый:True, ","[]68:True, "
Комплект Бамбук E011003K мультиколор 62,1,Бубльгум,5 040 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/bambuk-e011003k-babies-107060391/?c=750000000,"[] мультиколор:True, ","[]62:True, "
Комбинезон Batik 02065_BAT Babies 68,1,Бубльгум,2 880 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/batik-02065-bat-babies-104655547/?c=750000000,"[] белый:True, ","[]68:True, "
Комбинезон Batik 02065 Babies 62,1,Бубльгум,2 880 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/batik-02065-babies-104655530/?c=750000000,"[] мультиколор:True, ","[]62:True, 74:True, 80:True, "
Набор Бамбук боди m054032y 68,1,Бубльгум,8 060 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/bambuk-bodi-m054032y-106205190/?c=750000000,"[] мультиколор:True, ","[]68:True, 74:True, "
Футболка Batik 0001_С22 белый 140,1,Бубльгум,2 630 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/batik-0001-s22-belyi-108500830/?c=750000000,"[] белый:True, ","[]134:True, 140:True, 146:True, 170:True, "
Кардиган Batik 015_ШК22 голубой 116,1,Бубльгум,4 810 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/batik-015-shk22-goluboi-109098867/?c=750000000,"[] голубой:True, ","[]116:True, 122:True, 128:True, 140:True, 146:True, "
Боди Batik 02790_BAT голубой 68,1,Бубльгум,2 330 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/batik-02790-bat-goluboi-68-108519214/?c=750000000,[],[]
Комбинезон Бамбук mp060002 розовый 56,1,Бубльгум,6 920 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/bambuk-mp060002-babies-104655016/?c=750000000,"[] розовый:True, ","[]56:True, "
Брюки Batik 02670 Children 98,1,Бубльгум,4 120 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/brjuki-batik-02670-children-105810556/?c=750000000,"[] серый:True, ","[]98:True, 104:True, 110:True, "
Боди Бамбук M054032FN белый 74,1,Бубльгум,4 030 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/bambuk-m054032fn-belyi-107456251/?c=750000000,"[] белый:True, ","[]74:True, "
Колготки LB 340 серый 80-86,1,Бубльгум,2 020 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/lb-340-seryi-80-86-106821662/?c=750000000,[],[]
Бюстгальтер Baykar 4408 майка черный 158-164,1,Бубльгум,2 789 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/baykar-4408-maika-chernyi-158-164-109111703/?c=750000000,[],[]
Брюки Ябольшой 263-1221а-01 80,1,Бубльгум,4 630 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/jabol-shoi-263-1221a-01-108413385/?c=750000000,"[] серый:True, ","[]80:True, "
"Головной убор YO! шапка CZ-389 розовый, белый 50, 52",1,Бубльгум,3 770 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/yo-shapka-cz-389-rozovyi-belyi-50-52-107464351/?c=750000000,"[] белый, розовый:True, ","[]50, 52:True, "
Боди Бамбук M054032FN голубой 74,1,Бубльгум,4 030 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/bambuk-m054032fn-goluboi-107456236/?c=750000000,"[] голубой:True, ","[]74:True, "
Комплект Бамбук E011003K мультиколор 62,1,Бубльгум,5 040 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/bambuk-e011003k-1-babies-107060393/?c=750000000,"[] мультиколор:True, ","[]62:True, "
Трусы Baykar 5246 мультиколор 146-152,1,Бубльгум,2 949 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/baykar-5246-mul-tikolor-146-152-107821552/?c=750000000,[],[]
Брюки Batik 02022_BAT мультиколор 2 шт 68,1,Бубльгум,2 180 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/batik-02022-bat-mul-tikolor-108540213/?c=750000000,"[] мультиколор:True, ","[]68:True, 74:True, 80:True, "
Комплект Baykar майка 4640 Children белый 110-116,1,Бубльгум,3 843 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/baykar-maika-4640-children-belyi-108674870/?c=750000000,"[] белый:True, ","[]110-116:True, 122-128:True, 134-140:True, 158-164:True, "
Футболка Let's GO 5279 Футболка синий 140,1,Бубльгум,1 880 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/let-s-go-5279-futbolka-sinii-140-108519254/?c=750000000,[],[]
Набор Бамбук E055002K бежевый 56,1,Бубльгум,2 960 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/bambuk-e055002k-bezhevyi-56-107456239/?c=750000000,[],[]
Боди Бамбук E054034KNR Babies 62,1,Бубльгум,8 130 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/bambuk-e054034knr-babies-105206794/?c=750000000,"[] мультиколор:True, ","[]62:True, "
Футболка Let's GO 5279 черный 92,1,Бубльгум,2 780 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/let-s-go-5279-chernyi-108500415/?c=750000000,"[] красный:True,  черный:True,  желтый:True,  зеленый:True,  оранжевый:True, ","[]92:True, 92:True, 92:True, 92:True, 92:True, "
Боди Batik 02791_BAT бежевый 68,1,Бубльгум,2 330 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/batik-02791-bat-bezhevyi-68-108519187/?c=750000000,[],[]
Комбинезон Ольга 2601-07 серый 92-98,1,Бубльгум,12 400 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/ol-ga-2601-07-seryi-108721406/?c=750000000,"[] серый:True,  синий:True, ","[]92-98:True, 104-110:True, 122-128:False, 98-104:True, "
Боди Бамбук E054032KNR74-3 Babies 3шт 74,1,Бубльгум,9 240 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/bambuk-e054032knr74-3-babies-3sht-105206812/?c=750000000,"[] мультиколор:True, ","[]74:True, "
Комплект Костюм Снегурочка Batik 6001 голубой 74 74,1,Бубльгум,8 570 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/kostjum-snegurochka-batik-6001-goluboi-74-106346252/?c=750000000,"[] голубой:True, ","[]74:True, "
Костюм Батик Заяц 4005 к-18 Children 110,1,Бубльгум,8 060 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-zajats-4005-k-18-children-108106379/?c=750000000,"[] белый:True, ","[]98/2-3Y:False, 110/4-5Y:True, "
Костюм Batik 1911 Бамблби 128,1,Бубльгум,13 000 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-1911-bamblbi-105877432/?c=750000000,"[] желтый:True, ","[]122:False, 128:True, 140:True, 146:False, 152:False, "
Футболка Let's GO 51214 коралловый 98,1,Бубльгум,2 460 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/let-s-go-51214-korallovyi-98-109059225/?c=750000000,[],[]
Трусы Baykar 3712 Children мультиколор 134-140,1,Бубльгум,4 553 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/baykar-3712-children-mul-tikolor-108278926/?c=750000000,"[] мультиколор:True, ","[]110-116:True, 134-140:True, 146-152:True, 158-164:False, "
Джемпер Batik 008_ШК22 голубой 122,1,Бубльгум,5 410 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-008-shk22-goluboi-106257914/?c=750000000,"[] голубой:True, ","[]116:True, 122:True, 128:True, 134:True, 140:True, 146:True, "
Брюки Ябольшой 263-1221а-01 92,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/jabol-shoi-263-1221a-01-108413381/?c=750000000,"[] серый:True, ","[]74:True, 86:False, 92:False, "
Боди Бамбук E054032KNR 2 шт белый 68,1,Бубльгум,6 160 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/bambuk-e054032knr-2-sht-belyi-107456231/?c=750000000,"[] белый:True, ","[]68:True, "
"Набор Бамбук E055002K розовый, голубой, бежевый 62",1,Бубльгум,2 960 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/bambuk-e055002k-rozovyi-goluboi-bezhevyi-62-107435703/?c=750000000,[],[]
Трусы Baykar 7912 Children 3шт 170-176,99,---,---,---,---,---,---,---,https://kaspi.kz/shop/p/baykar-7912-children-3sht-108093230/?c=750000000,"[] мультиколор:True, ","[]158-164:True, 170-176:False, 182-188:True, "
Боди Бамбук E054032KNR74 Babies 2 шт 74,1,Бубльгум,6 160 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/bambuk-e054032knr74-babies-2-sht-105206813/?c=750000000,"[] мультиколор:True, ","[]74:True, "
Ябольшой 263-1236-01 зеленая 80,1,Бубльгум,6 530 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/jabol-shoi-263-1236-01-babies-106308803/?c=750000000,"[] зеленый:True, ","[]74:True, 80:True, 86:True, 92:True, "
Брюки Ябольшой 202-786-01 розовый 80,1,Бубльгум,2 610 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/jabol-shoi-202-786-01-babies-109038255/?c=750000000,"[] розовый:True, ","[]80:True, 86:True, 92:True, "
Костюм Батик Мышонок 5012 серый 5-6 лет,1,Бубльгум,6 570 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-myshonok-5012-children-108859026/?c=750000000,"[] серый:True, ","[]104/3-4Y:True, 110/4-5Y:True, 116/5-6Y:True, 128/7-8Y:True, "
"Футболка Baykar 2222 комплект, черный 158-164",1,Бубльгум,4 451 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/baykar-2222-komplekt-chernyi-158-164-108593561/?c=750000000,[],[]
Костюм Batik Зайка 105 белый 110,1,Бубльгум,9 100 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/batik-zaika-105-children-108197785/?c=750000000,"[] белый:True, ","[]110:True, "
Комбинезон Ольга 2601-07 синий 98-104,1,Бубльгум,12 400 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта, бесплатно",https://kaspi.kz/shop/p/ol-ga-2601-07-children-108721414/?c=750000000,"[] серый:True,  синий:True, ","[]92-98:True, 104-110:True, 122-128:False, 98-104:True, "
Футболка Let's GO 5279 Футболка синий 128,1,Бубльгум,1 880 ₸,---,---,---,---,"Kaspi Доставка, межгород, 7 марта",https://kaspi.kz/shop/p/let-s-go-5279-futbolka-sinii-128-108519230/?c=750000000,[],[]
